"recipe_id","faction","surface","style","look_summary","finish","difficulty","time_mode","notes","reference_folder","scheme_tag","primary_colour","variant_group","faction_family"
"BT_ARMOUR_MIX_01","Black Templars","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Armour","Mixed Build","Black","Black Templars","Black Templars"
"BT_BASES_MIX_01","Black Templars","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Bases","Mixed Build","Black","Black Templars","Black Templars"
"BT_CLOTH_MIX_01","Black Templars","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Cloth & Robes","Mixed Build","Black","Black Templars","Black Templars"
"BT_DETAILS_MIX_01","Black Templars","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Details","Mixed Build","Black","Black Templars","Black Templars"
"BT_LEATHER_MIX_01","Black Templars","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Leather","Mixed Build","Black","Black Templars","Black Templars"
"BT_LENSES_MIX_01","Black Templars","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Lenses & Gems","Mixed Build","Black","Black Templars","Black Templars"
"BT_METALS_MIX_01","Black Templars","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Metals","Mixed Build","Black","Black Templars","Black Templars"
"BT_TABARDS_MIX_01","Black Templars","Tabards & Cloth","Identity Surface (Mixed Build)","Cream tabards: smooth bone, soft shade, clean highlights","Matte","Easy","Standard","BT identity: tabards readable","references/Black Templars/Tabards & Cloth","Box Art Target","Bone","Black Templars — Classic","Black Templars"
"BT_WEAPONS_MIX_01","Black Templars","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Black Templars/Weapons","Mixed Build","Black","Black Templars","Black Templars"
"CD_BASES_MIX_01","Chaos Daemons","Bases","Truth Pass v2","Chaos Daemons bases — neutral grimdark earth/stone using owned paints (works across daemon ranges).","Matte","Easy","Standard","","references/Chaos Daemons/Bases","","","",""
"CD_DETAILS_MIX_01","Chaos Daemons","Details","Truth Pass v2","Chaos Daemons details — bone/ivory details (teeth, spikes, trophies) using owned paints.","Matte","Easy","Standard","","references/Chaos Daemons/Details","","","",""
"CD_EYESGLOW_MIX_01","Chaos Daemons","Eyes & Glow","Truth Pass v2","Chaos Daemons eyes/glow — classic warp-glow green hotspot using owned paints.","Matte","Easy","Standard","","references/Chaos Daemons/Eyes & Glow","","","",""
"CD_HORNSCLAWS_MIX_01","Chaos Daemons","Horns & Claws","Truth Pass v2","Chaos Daemons horns/claws — bone > sepia > ivory highlight using owned paints.","Matte","Easy","Standard","","references/Chaos Daemons/Horns & Claws","","","",""
"CD_SKINFLESH_MIX_01","Chaos Daemons","Skin & Flesh","Truth Pass v2","Chaos Daemons skin/flesh — ‘Khorne-style’ red daemon flesh gradient using owned paints.","Matte","Easy","Standard","","references/Chaos Daemons/Skin & Flesh","","","",""
"CK_ARMOURPANE_MIX_01","Chaos Knights","Armour Panels","Truth Pass v2","Chaos Knights armour panels — deep black panels with cold, crisp edge definition (official-style silhouette) using owned paints.","Matte","Easy","Standard","","references/Chaos Knights/Armour Panels","","","",""
"CK_BASES_MIX_01","Chaos Knights","Bases","Truth Pass v2","Chaos Knights bases — warm earth/ruin tone with sepia shade and dusty highlights (fast, readable tabletop finish).","Matte","Easy","Standard","","references/Chaos Knights/Bases","","","",""
"CK_DETAILS_MIX_01","Chaos Knights","Details","Truth Pass v2","Chaos Knights details — bone/ivory details with sepia depth and clean highlights (official-style contrast).","Matte","Easy","Standard","","references/Chaos Knights/Details","","","",""
"CK_GLOW_MIX_01","Chaos Knights","Glow","Truth Pass v2","Chaos Knights glow — cold arc-light / reactor glow (teal/blue) built to a bright hotspot.","Matte","Easy","Standard","","references/Chaos Knights/Glow","","","",""
"CK_METALS_MIX_01","Chaos Knights","Metals","Truth Pass v2","Chaos Knights metals — dark steel with clean highlights and controlled blacklining.","Matte","Easy","Standard","","references/Chaos Knights/Metals","","","",""
"CK_TRIM_MIX_01","Chaos Knights","Trim","Truth Pass v2","Chaos Knights trim — rich brass/gold trim with warm shade and sharp metallic pop.","Matte","Easy","Standard","","references/Chaos Knights/Trim","","","",""
"CK_WEAPONS_MIX_01","Chaos Knights","Weapons","Truth Pass v2","Chaos Knights weapons — near-black weapon casings with graphite/edge definition.","Matte","Easy","Standard","","references/Chaos Knights/Weapons","","","",""
"CSM_ARMOUR_MIX_01","Chaos Space Marines","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Armour","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_BASES_MIX_01","Chaos Space Marines","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Bases","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_BLACK_ARMOUR_MIX_01","Chaos Space Marines","Armour (Black)","Identity Surface (Mixed Build)","CSM black armour: clean satin black with sharp grey edges","Matte/Satin","Easy","Quick","Identity surface (supports trim schemes)","references/Chaos Space Marines/Armour (Black)","Box Art Target","Black","CSM — Classic","Chaos Space Marines"
"CSM_CLOTH_MIX_01","Chaos Space Marines","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Cloth & Robes","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_DETAILS_MIX_01","Chaos Space Marines","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Details","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_LEATHER_MIX_01","Chaos Space Marines","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Leather","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_LENSES_MIX_01","Chaos Space Marines","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Lenses & Gems","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_LENSESGLOW_MIX_01","Chaos Space Marines","Lenses & Glow","Truth Pass v2","Red lenses + subtle glow (match CSM lens scheme). Optional gloss finish.","Matte","Easy","Standard","","references/Chaos Space Marines/Lenses & Glow","","","",""
"CSM_METALS_MIX_01","Chaos Space Marines","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Metals","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"CSM_TRIM_MIX_01","Chaos Space Marines","Trim","Identity Surface (Mixed Build)","CSM trim: controlled metallic shading + bright points","Satin/Metallic","Standard","Standard","Identity surface (required)","references/Chaos Space Marines/Trim","Box Art Target","Gold/Brass","CSM — Classic","Chaos Space Marines"
"CSM_WEAPONS_MIX_01","Chaos Space Marines","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Chaos Space Marines/Weapons","Mixed Build","Black","Chaos Space Marines","Chaos Space Marines"
"DA_ARMOUR_MIX_01","Dark Angels","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Armour","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_BASES_MIX_01","Dark Angels","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Bases","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_BLACK_ARMOUR_MIX_01","Dark Angels","Armour (Black)","Identity Surface (Mixed Build)","Ravenwing-style black armour: clean grey-blue edges","Matte","Easy","Quick","Identity surface (required)","references/Dark Angels/Armour (Black)","Ravenwing","Black","Dark Angels — Ravenwing","Dark Angels"
"DA_BONE_ARMOUR_MIX_01","Dark Angels","Armour (Bone)","Identity Surface (Mixed Build)","Deathwing bone armour: creamy bone with clean recess shading","Matte","Standard","Standard","Identity surface (required)","references/Dark Angels/Armour (Bone)","Deathwing","Bone","Dark Angels — Deathwing","Dark Angels"
"DA_CLOTH_MIX_01","Dark Angels","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Cloth & Robes","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_DETAILS_MIX_01","Dark Angels","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Details","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_GREEN_ARMOUR_MIX_01","Dark Angels","Armour (Green)","Identity Surface (Mixed Build)","Dark Angels green armour: deep base, vibrant edge pop","Matte","Standard","Standard","Identity surface (required)","references/Dark Angels/Armour (Green)","Box Art Target","Green","Dark Angels — Greenwing","Dark Angels"
"DA_LEATHER_MIX_01","Dark Angels","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Leather","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_LENSES_MIX_01","Dark Angels","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Lenses & Gems","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_METALS_MIX_01","Dark Angels","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Metals","Mixed Build","Green","Dark Angels","Dark Angels"
"DA_WEAPONS_MIX_01","Dark Angels","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Dark Angels/Weapons","Mixed Build","Green","Dark Angels","Dark Angels"
"DG_ARMOUR_MIX_01","Death Guard","Armour","Truth Pass v2","Sickly green armour (box-art read): Deathworld Forest base, camo shade, Ogryn Camo highlights, grime optional.","Matte","Easy","Standard","","references/Death Guard/Armour","","","",""
"DG_BASES_MIX_01","Death Guard","Bases","Truth Pass v2","Rotten battlefield base: texture, earthy base, wash, drybrush.","Matte","Easy","Standard","","references/Death Guard/Bases","","","",""
"DG_DETAILS_MIX_01","Death Guard","Details","Truth Pass v2","Details (bone/teeth/horns + grime): warm bone base, sepia shade, bone highlights.","Matte","Easy","Standard","","references/Death Guard/Details","","","",""
"DG_FLESH_MIX_01","Death Guard","Flesh","Truth Pass v2","Sickly flesh: pale base, warm shade, pallid highlights.","Matte","Easy","Standard","","references/Death Guard/Flesh","","","",""
"DG_LEATHER_MIX_01","Death Guard","Leather","Truth Pass v2","Leather straps/pouches: dark brown base, warm wash, clean highlights.","Matte","Easy","Standard","","references/Death Guard/Leather","","","",""
"DG_LENSESGLOW_MIX_01","Death Guard","Lenses & Glow","Truth Pass v2","Toxic green glow: Warpstone base, green shade, bright highlight, hot spot.","Matte","Easy","Standard","","references/Death Guard/Lenses & Glow","","","",""
"DG_METALS_MIX_01","Death Guard","Metals","Truth Pass v2","Steel metals: bright steel, dark wash, clean highlights; optional rust tint.","Matte","Easy","Standard","","references/Death Guard/Metals","","","",""
"DG_TRIM_MIX_01","Death Guard","Trim","Truth Pass v2","Brass/bronze trim: dark bronze base, warm shade, bright brass highlight, spot gold.","Matte","Easy","Standard","","references/Death Guard/Trim","","","",""
"DG_WEAPONS_MIX_01","Death Guard","Weapons","Truth Pass v2","Weapon casings: matte black with grey edges; metal bits shaded; optional rust.","Matte","Easy","Standard","","references/Death Guard/Weapons","","","",""
"DRU_ARMOUR_MIX_01","Drukhari","Armour","Truth Pass v2","Drukhari — Armour: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Armour","","","",""
"DRU_BASES_MIX_01","Drukhari","Bases","Truth Pass v2","Drukhari — Bases: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Bases","","","",""
"DRU_CLOTH_MIX_01","Drukhari","Cloth","Truth Pass v2","Drukhari — Cloth: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Cloth","","","",""
"DRU_DETAILS_MIX_01","Drukhari","Details","Truth Pass v2","Drukhari — Details: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Details","","","",""
"DRU_GEMS_MIX_01","Drukhari","Gems","Truth Pass v2","Drukhari — Gems: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Gems","","","",""
"DRU_LEATHER_MIX_01","Drukhari","Leather","Truth Pass v2","Drukhari — Leather: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Leather","","","",""
"DRU_METALS_MIX_01","Drukhari","Metals","Truth Pass v2","Drukhari — Metals: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Metals","","","",""
"DRU_WEAPONS_MIX_01","Drukhari","Weapons","Truth Pass v2","Drukhari — Weapons: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Drukhari/Weapons","","","",""
"EC_ARMOUR_MIX_01","Emperor's Children","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Armour","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_BASES_MIX_01","Emperor's Children","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Bases","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_CLOTH_MIX_01","Emperor's Children","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Cloth & Robes","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_CLOTHROBES_MIX_01","Emperor's Children","Cloth & Robes","Truth Pass v2","Emperor's Children — Cloth & Robes: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Emperor's Children/Cloth & Robes","","","",""
"EC_DETAILS_MIX_01","Emperor's Children","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Details","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_LEATHER_MIX_01","Emperor's Children","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Leather","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_LENSES_MIX_01","Emperor's Children","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Lenses & Gems","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_LENSESGEMS_MIX_01","Emperor's Children","Lenses & Gems","Truth Pass v2","Emperor's Children — Lenses & Gems: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Emperor's Children/Lenses & Gems","","","",""
"EC_METALS_MIX_01","Emperor's Children","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Metals","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"EC_PG_ARMOUR_MIX_01","Emperor's Children","Armour","Purple + Gold (Mixed Build)","Royal purple armour; smooth blends; bright edges","Satin/Matte","Standard","Standard","Purple+Gold core scheme","references/Emperor's Children/Armour","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_BASES_MIX_01","Emperor's Children","Bases","Purple + Gold (Mixed Build)","Neutral base pack (lets purple read clean)","Matte","Easy","Standard","Purple+Gold core scheme","references/Emperor's Children/Bases","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_CLOTH_MIX_01","Emperor's Children","Cloth & Robes","Purple + Gold (Mixed Build)","Cream/black cloth accents; clean folds","Matte","Easy","Standard","Purple+Gold core scheme","references/Emperor's Children/Cloth & Robes","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_DETAILS_MIX_01","Emperor's Children","Details","Purple + Gold (Mixed Build)","Parchment + seals + bone; readable and neat","Matte","Easy","Standard","Purple+Gold core scheme","references/Emperor's Children/Details","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_LEATHER_MIX_01","Emperor's Children","Leather","Purple + Gold (Mixed Build)","Leather straps/pouches; tidy edges","Matte","Easy","Quick","Purple+Gold core scheme","references/Emperor's Children/Leather","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_LENSES_MIX_01","Emperor's Children","Lenses & Gems","Purple + Gold (Mixed Build)","Pink/purple lenses; dot highlight; glossy pop","Gloss accent","Easy","Quick","Purple+Gold core scheme","references/Emperor's Children/Lenses & Gems","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_METALS_MIX_01","Emperor's Children","Metals","Purple + Gold (Mixed Build)","Gold/brass trim with bright points; steel as needed","Satin/Metallic","Easy","Standard","Purple+Gold core scheme","references/Emperor's Children/Metals","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_PG_WEAPONS_MIX_01","Emperor's Children","Weapons","Purple + Gold (Mixed Build)","Black casings; subtle edges; clean","Matte","Easy","Quick","Purple+Gold core scheme","references/Emperor's Children/Weapons","Purple+Gold","Purple","Emperor's Children — Purple+Gold","Emperor's Children"
"EC_TRIM_MIX_01","Emperor's Children","Trim","Truth Pass v2","Emperor's Children — Trim: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Emperor's Children/Trim","","","",""
"EC_WEAPONS_MIX_01","Emperor's Children","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Emperor's Children/Weapons","Mixed Build","Purple","Emperor's Children","Emperor's Children"
"GK_ARMOUR_MIX_01","Grey Knights","Armour","Box Art Target (Mixed Build)","Faction armour: box-art aligned target","Matte/Satin","Standard","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Armour","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_BASES_MIX_01","Grey Knights","Bases","Box Art Target (Mixed Build)","Bases: neutral base pack for the faction","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Bases","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_CLOTH_MIX_01","Grey Knights","Cloth & Robes","Box Art Target (Mixed Build)","Cloth/robes: readable contrast, clean folds","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Cloth & Robes","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_DETAILS_MIX_01","Grey Knights","Details","Box Art Target (Mixed Build)","Details: parchment/seals/bone/readability","Matte","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Details","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_FORCE_GLOW_MIX_01","Grey Knights","Force Weapon Glow","Identity Surface (Mixed Build)","Blue force weapon glow: white-hot edge into rich blue","Satin/Glow","Standard","Standard","Identity surface (required)","references/Grey Knights/Force Weapon Glow","Box Art Target","Blue","Grey Knights — Classic","Grey Knights"
"GK_LEATHER_MIX_01","Grey Knights","Leather","Box Art Target (Mixed Build)","Leather: tidy edges, controlled shade","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Leather","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_LENSES_MIX_01","Grey Knights","Lenses & Gems","Box Art Target (Mixed Build)","Lenses/gems: high contrast, dot highlight","Gloss accent","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Lenses & Gems","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_METALS_MIX_01","Grey Knights","Metals","Box Art Target (Mixed Build)","Metals/trim: clean shading + bright points","Satin/Metallic","Easy","Standard","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Metals","Mixed Build","Silver","Grey Knights","Grey Knights"
"GK_SEALS_MIX_01","Grey Knights","Purity Seals","Identity Surface (Mixed Build)","Purity seals: parchment + red wax, readable script","Matte","Easy","Quick","Shared detail for many factions","references/Grey Knights/Purity Seals","Detail","Bone/Red","Grey Knights — Classic","Grey Knights"
"GK_WEAPONS_MIX_01","Grey Knights","Weapons","Box Art Target (Mixed Build)","Weapons/casings: clean, subtle edge highlights","Matte","Easy","Quick","Auto-filled from inventory_export.csv; source links to be added in targets.md","references/Grey Knights/Weapons","Mixed Build","Silver","Grey Knights","Grey Knights"
"GSC_ARMOURPLAT_MIX_01","Genestealer Cults","Armour Plates","Truth Pass v2","Genestealer Cults — Armour Plates: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Armour Plates","","","",""
"GSC_BASES_MIX_01","Genestealer Cults","Bases","Truth Pass v2","Genestealer Cults — Bases: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Bases","","","",""
"GSC_DETAILS_MIX_01","Genestealer Cults","Details","Truth Pass v2","Genestealer Cults — Details: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Details","","","",""
"GSC_GLOWLENSES_MIX_01","Genestealer Cults","Glow & Lenses","Truth Pass v2","Genestealer Cults — Glow & Lenses: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Glow & Lenses","","","",""
"GSC_LEATHER_MIX_01","Genestealer Cults","Leather","Truth Pass v2","Genestealer Cults — Leather: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Leather","","","",""
"GSC_METALS_MIX_01","Genestealer Cults","Metals","Truth Pass v2","Genestealer Cults — Metals: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Metals","","","",""
"GSC_SKIN_MIX_01","Genestealer Cults","Skin","Truth Pass v2","Genestealer Cults — Skin: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Skin","","","",""
"GSC_WEAPONS_MIX_01","Genestealer Cults","Weapons","Truth Pass v2","Genestealer Cults — Weapons: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Weapons","","","",""
"GSC_WORKWEARCL_MIX_01","Genestealer Cults","Workwear Cloth","Truth Pass v2","Genestealer Cults — Workwear Cloth: Inventory-safe recipe aligned to targets; accuracy validation pending.","Matte","Standard","Standard","","references/Genestealer Cults/Workwear Cloth","","","",""
"IA_ARMOUR_MIX_01","Imperial Agents","Armour","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Armour","","","",""
"IA_BASES_MIX_01","Imperial Agents","Bases","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Bases","","","",""
"IA_CLOTHROBES_MIX_01","Imperial Agents","Cloth & Robes","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Cloth & Robes","","","",""
"IA_DETAILS_MIX_01","Imperial Agents","Details","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Details","","","",""
"IA_LEATHER_MIX_01","Imperial Agents","Leather","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Leather","","","",""
"IA_LENSESGEMS_MIX_01","Imperial Agents","Lenses & Gems","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Lenses & Gems","","","",""
"IA_METALS_MIX_01","Imperial Agents","Metals","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Metals","","","",""
"IA_WEAPONS_MIX_01","Imperial Agents","Weapons","Truth Pass v2","Imperial Agents (Truth Pass v2): studio-style Inquisition/Agents vibe (dark armour, red accents, parchment, steel metals). Anchors in targets.md.","Matte","Easy","Standard","","references/Imperial Agents/Weapons","","","",""
"IG_ARMOURPLAT_MIX_01","Astra Militarum","Armour Plates","Truth Pass v2","Cadian-style flak armour: deep green, shaded, crisp brighter edges.","Matte","Easy","Standard","","references/Astra Militarum/Armour Plates","Cadian Shock Troops (official/box-art compass)","Green","",""
"IG_BASES_MIX_01","Astra Militarum","Bases","Truth Pass v2","Simple battlefield base: texture, earthy base, wash, drybrush.","Matte","Easy","Standard","","references/Astra Militarum/Bases","Cadian Shock Troops (official/box-art compass)","Neutral","",""
