"recipe_id","step_no","stage","action","paint","brand","mix","method_notes","confidence","source_tier","source_link"
"BA_LEATHER_BOX_01","3","Shade","Shade","Agrax Earthshade","Citadel","","Controlled shade","Medium","C",""
"BA_LEATHER_BOX_01","4","Highlight","Edge highlight","Skrag Brown","Citadel","","Edges/corners","Medium","C",""
"BA_LEATHER_BOX_01","5","Edge","Final edge","Caramel Brown","Pro Acryl","","Tiny final hits | Inventory align: swapped to owned paint.","Low","C",""
"BA_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"BA_LEATHER_MIX_01","2","Base","Basecoat","Dark Green Brown","Pro Acryl","","Leather base","High","C",""
"BA_LEATHER_MIX_01","3","Shade","Shade","Battle Mud Wash","Two Thin Coats","","Controlled shade","High","C",""
"BA_LEATHER_MIX_01","4","Highlight","Edge highlight","Skeleton Bone","Vallejo","","Edges/corners","Medium","C",""
"BA_LENSES_BOX_01","1","Base","Basecoat","Caliban Green","Citadel","","Keep within lens","Medium","C",""
"BA_LENSES_BOX_01","2","Layer","Layer","Warpstone Glow","Citadel","","Lower/front half","Medium","C",""
"BA_LENSES_BOX_01","3","Highlight","Highlight","Moot Green","Citadel","","Smaller bright area","Low","C",""
"BA_LENSES_BOX_01","4","Edge","Dot highlight","White","AK Interactive","","Tiny dot","Low","C",""
"BA_LENSES_BOX_01","5","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss pop","Low","C",""
"BA_LENSES_MIX_01","1","Base","Basecoat","Dark Green Brown","Pro Acryl","","Keep within lens","High","C",""
"BA_LENSES_MIX_01","2","Layer","Layer","Lime Green","Vallejo","","Lower/front half","High","C",""
"BA_LENSES_MIX_01","3","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny dot","High","C",""
"BA_LENSES_MIX_01","4","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss pop","Low","C",""
"BA_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black overall. Optional: spot-underpaint the glow centre with white to boost brightness before green layers.","Low","C",""
"BA_LENSESGLOW_MIX_01","2","Base","Basecoat","Caliban Green","Citadel","","Base glow colour. Keep the centre area cleaner/brighter; avoid flooding recesses.","Low","C",""
"BA_LENSESGLOW_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade around edges/recesses to deepen. Leave the glow centre mostly untouched.","Low","C",""
"BA_LENSESGLOW_MIX_01","4","Highlight","Highlight","Moot Green","Citadel","Moot Green + AK Interactive White (tiny dot/edge for hottest point)","Build brightness toward the centre. Final tiny white dot/edge at the hottest point.","Low","C",""
"BA_METALS_BOX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black helps metallic coverage","High","C",""
"BA_METALS_BOX_01","2","Base","Basecoat","Retributor Armour","Citadel","","Gold trim base","Medium","C",""
"BA_METALS_BOX_01","3","Shade","Shade","Reikland Fleshshade","Citadel","","Warm shade for gold","Medium","C",""
"BA_METALS_BOX_01","4","Highlight","Highlight","Liberator Gold","Citadel","","Highlight trims","Medium","C",""
"BA_METALS_BOX_01","5","Edge","Edge highlight","Stormhost Silver","Citadel","","Tiny bright points","Low","C",""
"BA_METALS_BOX_01","6","Base","Basecoat","Leadbelcher","Citadel","","Steel areas","Medium","C",""
"BA_METALS_BOX_01","7","Shade","Shade","Nuln Oil","Citadel","","Shade steel","Medium","C",""
"BA_METALS_BOX_01","8","Highlight","Highlight","Stormhost Silver","Citadel","","Highlight steel edges","Medium","C",""
"BA_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black helps metallic coverage","High","C",""
"BA_METALS_MIX_01","2","Base","Basecoat","Rich Gold","Pro Acryl","","Gold trims base","High","C",""
"BA_METALS_MIX_01","3","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Warm shade for gold (controlled)","Medium","C",""
"BA_METALS_MIX_01","4","Highlight","Highlight","Rich Gold","Pro Acryl","","Re-highlight trim","Medium","C",""
"BA_METALS_MIX_01","5","Edge","Edge highlight","Silver Grey","AK Interactive","","Tiny bright points","Medium","C",""
"BA_METALS_MIX_01","6","Base","Basecoat","Silver Grey","AK Interactive","","Steel areas base","High","C",""
"BA_METALS_MIX_01","7","Shade","Shade","Coelia Greenshade","Citadel","","Cool/dark shade (swap later if you prefer black wash)","Low","C",""
"BA_METALS_MIX_01","8","Highlight","Highlight","Silver Grey","AK Interactive","","Steel highlights","High","C",""
"BA_RED_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Deep shadows; zenithal optional","High","B",""
"BA_RED_ARMOUR_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","2 thin coats","High","B",""
"BA_RED_ARMOUR_MIX_01","3","Shade","Recess shade","Coelia Greenshade","Citadel","","Pin-wash recesses","High","B",""
"BA_RED_ARMOUR_MIX_01","4","Layer","Layer","Sanguine Scarlet","Two Thin Coats","","Re-establish midtone","High","B",""
"BA_RED_ARMOUR_MIX_01","5","Highlight","Edge highlight","White","AK Interactive","","Edges and upper plates","High","B",""
"BA_RED_ARMOUR_MIX_01","6","Edge","Extreme edge","Skeleton Bone","Vallejo","90/10 mix with highlight","Tiny corner points","High","B",""
"BA_WEAPONS_BOX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"BA_WEAPONS_BOX_01","2","Base","Basecoat","Abaddon Black","Citadel","","Reinforce clean black","Medium","C",""
"BA_WEAPONS_BOX_01","3","Highlight","Edge highlight","Eshin Grey","Citadel","","Thin edge lines","Medium","C",""
"BA_WEAPONS_BOX_01","4","Edge","Final points","Dawnstone","Citadel","","Tiny points only","Low","C",""
"BA_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"BA_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Clean black casing","High","C",""
"BA_WEAPONS_MIX_01","3","Highlight","Edge highlight","Grey-Blue","AK Interactive","","Thin edge lines","High","C",""
"BA_WEAPONS_MIX_01","4","Edge","Final points","Bold Titanium White","Pro Acryl","","Tiny points only","Low","C",""
"BT_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","","High","",""
"BT_ARMOUR_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","","High","",""
"BT_ARMOUR_MIX_01","3","Highlight","Edge highlight","Anthracite Grey","AK Interactive","","","High","",""
"BT_ARMOUR_MIX_01","4","Edge","Extreme edge","Stone Grey","Vallejo","","","High","",""
"BT_ARMOUR_MIX_01","5","White","Undercoat (optional)","White","AK Interactive","","","Medium","",""
"BT_ARMOUR_MIX_01","6","White","Basecoat","Bold Titanium White","Pro Acryl","","","High","",""
"BT_BASES_MIX_01","1","Base","Texture","Texture Paste (any)","Generic","","Apply texture; let dry fully","High","C",""
"BT_BASES_MIX_01","2","Base","Basecoat","Grey-Blue","AK Interactive","","Base ground","High","C",""
"BT_BASES_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade recesses","High","C",""
"BT_BASES_MIX_01","4","Highlight","Drybrush","Bright Pale Yellow","Pro Acryl","","Drybrush raised texture","High","C",""
"BT_BASES_MIX_01","5","Finish","Rim","Transparent Black","Pro Acryl","","Clean rim finish","High","C",""
"BT_CLOTH_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"BT_CLOTH_MIX_01","2","Base","Basecoat","Skeleton Bone","Vallejo","","Base cloth; thin coats","High","C",""
"BT_CLOTH_MIX_01","3","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Shade folds; keep it clean","High","C",""
"BT_CLOTH_MIX_01","4","Highlight","Highlight","Skeleton Bone","Vallejo","","Re-layer raised folds","High","C",""
"BT_CLOTH_MIX_01","5","Edge","Edge highlight","Bold Titanium White","Pro Acryl","","Final fold edges","Medium","C",""
"BT_DETAILS_MIX_01","1","Base","Basecoat","Skeleton Bone","Vallejo","","Parchment/bone base","High","C",""
"BT_DETAILS_MIX_01","2","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Warm tint; wick excess","High","C",""
"BT_DETAILS_MIX_01","3","Highlight","Edge highlight","Bold Titanium White","Pro Acryl","","Final sharp edges","Medium","C",""
"BT_DETAILS_MIX_01","4","Base","Basecoat","Matt Red","AK Interactive","","Wax seals base (if present)","Medium","C",""
"BT_DETAILS_MIX_01","5","Highlight","Highlight","Sanguine Scarlet","Two Thin Coats","","Seal highlight","Low","C",""
"BT_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"BT_LEATHER_MIX_01","2","Base","Basecoat","Dark Green Brown","Pro Acryl","","Leather base","High","C",""
"BT_LEATHER_MIX_01","3","Shade","Shade","Battle Mud Wash","Two Thin Coats","","Controlled shade","High","C",""
"BT_LEATHER_MIX_01","4","Highlight","Edge highlight","Skeleton Bone","Vallejo","","Edges/corners","Medium","C",""
"BT_LENSES_MIX_01","1","Base","Basecoat","Matt Red","AK Interactive","","Keep within lens shape","High","C",""
"BT_LENSES_MIX_01","2","Layer","Layer","Sanguine Scarlet","Two Thin Coats","","Lower/front area","High","C",""
"BT_LENSES_MIX_01","3","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny dot","High","C",""
"BT_LENSES_MIX_01","4","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss pop","Low","C",""
"BT_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows","Low","C",""
"BT_LENSESGLOW_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Base the glow/lens area with Matt Red. Keep it tight; leave Rubber Black around it for contrast.","Medium","B",""
"BT_LENSESGLOW_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Glaze Carroburg Crimson into the lower/outer area to deepen the red and create gradient. Avoid flooding.","Medium","B",""
"BT_LENSESGLOW_MIX_01","4","Highlight","Highlight","Bold Titanium White","Pro Acryl","Optional: dot highlight only; or mix tiny White into Matt Red for a mid-highlight","Place a tiny hotspot (dot/edge) of white. For softer glow, add a mid-highlight by mixing a *tiny* amount of White into Matt Red and feather toward the hotspot.","Medium","B",""
"BT_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black helps metallic coverage","High","C",""
"BT_METALS_MIX_01","2","Base","Basecoat","Rich Gold","Pro Acryl","","Smooth metallic base","High","C",""
"BT_METALS_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Controlled shade; wick excess from flats","High","C",""
"BT_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","","Edges + bright points","High","C",""
"BT_TABARDS_MIX_01","1","Base","Basecoat","Sand Yellow","AK Interactive","","Smooth base","High","B",""
"BT_TABARDS_MIX_01","2","Shade","Recess shade","Archaic Sepia Wash","Two Thin Coats","","Soft recess shade","High","B",""
"BT_TABARDS_MIX_01","3","Highlight","Highlight","Bold Titanium White","Pro Acryl","","Fold highlights","High","B",""
"BT_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"BT_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Reinforce clean black","High","C",""
"BT_WEAPONS_MIX_01","3","Highlight","Edge highlight","Grey-Blue","AK Interactive","","Thin edge lines","High","C",""
"BT_WEAPONS_MIX_01","4","Edge","Final points","Stone Grey","Vallejo","","Tiny points only","Low","C",""
"CD_BASES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadow in base texture.","High","C",""
"CD_BASES_MIX_01","2","Base","Basecoat","Mournfang Brown","Citadel","","Basecoat the ground; stipple for texture variation.","Low","C",""
"CD_BASES_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade recesses; let it pool around rocks/cracks.","Low","C",""
"CD_BASES_MIX_01","4","Highlight","Highlight","Sand Yellow","AK Interactive","","Drybrush/highlight raised texture and edges.","Low","C",""
"CD_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black (or spot-prime bone areas if already primed).","High","C",""
"CD_DETAILS_MIX_01","2","Base","Basecoat","Wraithbone","Citadel","","Basecoat bone/ivory details cleanly.","Low","C",""
"CD_DETAILS_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade into recess lines; keep the flats lighter.","Low","C",""
"CD_DETAILS_MIX_01","4","Highlight","Highlight","White","AK Interactive","","Edge highlight tips/ridges; keep it sharp and sparing.","Low","C",""
"CD_EYESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black to make glow pop.","High","C",""
"CD_EYESGLOW_MIX_01","2","Base","Basecoat","Caliban Green","Citadel","","Base the glow area (eye sockets / energy points).","Low","C",""
"CD_EYESGLOW_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade around the edges; keep centre brighter.","Low","C",""
"CD_EYESGLOW_MIX_01","4","Highlight","Highlight","Moot Green","Citadel","Moot Green + AK Interactive White (tiny hotspot)","Build a bright centre; add a tiny white-hot dot.","Low","C",""
"CD_HORNSCLAWS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong contrast.","High","C",""
"CD_HORNSCLAWS_MIX_01","2","Base","Basecoat","Skeleton Bone","Vallejo","","Basecoat horns/claws; pull strokes toward the tip.","Low","C",""
"CD_HORNSCLAWS_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade from the base upward; leave tips lighter.","Low","C",""
"CD_HORNSCLAWS_MIX_01","4","Highlight","Highlight","Wraithbone","Citadel","Optional: Wraithbone + AK Interactive White for tip","Highlight ridges/tips; keep the final tip brightest.","Low","C",""
"CD_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black to make the glow read cleanly.","High","C",""
"CD_LENSESGLOW_MIX_01","2","Base","Basecoat","Caliban Green","Citadel","","Base the lens/rune/glow area.","Low","C",""
"CD_LENSESGLOW_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade edges; preserve a brighter centre.","Low","C",""
"CD_LENSESGLOW_MIX_01","4","Highlight","Highlight","Moot Green","Citadel","Moot Green + AK Interactive White (tiny hotspot)","Build hotspot; optionally feather outward for OSL.","Low","C",""
"CD_SKINFLESH_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for deep shadows under flesh.","High","C",""
"CD_SKINFLESH_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Basecoat daemon flesh; keep it smooth.","Low","C",""
"CD_SKINFLESH_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Shade recesses; reinforce muscle separations.","Low","C",""
"CD_SKINFLESH_MIX_01","4","Highlight","Highlight","Troll Slayer Orange","Citadel","Optional: Troll Slayer Orange + AK Interactive White for sharp points","Highlight raised muscles/edges; keep the brightest points small.","Low","C",""
"CD_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black.","High","C",""
"CD_WEAPONS_MIX_01","2","Base","Basecoat","Rubber Black","AK Interactive","","Reinforce a clean black basecoat if needed.","Low","C",""
"CD_WEAPONS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin shade recesses; don’t drown the flats.","Low","C",""
"CD_WEAPONS_MIX_01","4","Highlight","Highlight","Graphite","AK Interactive","","Edge highlight blades/metal edges; keep it crisp.","Low","C",""
"CK_ARMOURPANE_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for maximum depth. Let fully cure.","High","C",""
"CK_ARMOURPANE_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Smooth basecoat over panels; keep it even and satin.","Low","C",""
"CK_ARMOURPANE_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin wash into panel lines/rivets; avoid staining flats.","Low","C",""
"CK_ARMOURPANE_MIX_01","4","Highlight","Highlight","Anthracite Grey","AK Interactive","Optional: Anthracite Grey + a touch of Vallejo Stone Grey for sharpest edges","Edge highlight major edges; keep the line thin and consistent.","Low","C",""
"CK_BASES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows under texture.","High","C",""
"CK_BASES_MIX_01","2","Base","Basecoat","Mournfang Brown","Citadel","","Basecoat the texture; work paint into recesses.","Low","C",""
"CK_BASES_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Wash to unify tones; wick away pooling.","Low","C",""
"CK_BASES_MIX_01","4","Highlight","Highlight","Sand Yellow","AK Interactive","Optional: Sand Yellow + a touch of Wraithbone for dusty drybrush","Drybrush raised texture; finish with a lighter pass on edges.","Low","C",""
"CK_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black; helps bone details read cleanly.","High","C",""
"CK_DETAILS_MIX_01","2","Base","Basecoat","Wraithbone","Citadel","","Basecoat bone/ivory details; two thin coats.","Low","C",""
"CK_DETAILS_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade recesses; leave raised areas lighter.","Low","C",""
"CK_DETAILS_MIX_01","4","Highlight","Highlight","White","AK Interactive","Optional: White + Wraithbone for softer highlight","Pick out edges and highest points; keep it clean and bright.","Low","C",""
"CK_GLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black around glow source for maximum contrast.","High","C",""
"CK_GLOW_MIX_01","2","Base","Basecoat","Grey-Blue","AK Interactive","","Base the glow area; keep centre brighter than rim.","Low","C",""
"CK_GLOW_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade outer edges/recesses; keep centre lighter.","Low","C",""
"CK_GLOW_MIX_01","4","Highlight","Highlight","White","AK Interactive","Grey-Blue + White (tiny hotspot mix)","Add a tiny hotspot and a thin bright line at the brightest edge.","Low","C",""
"CK_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black; keep lens area matte.","High","C",""
"CK_LENSESGLOW_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Base lens red; keep coverage smooth.","Low","C",""
"CK_LENSESGLOW_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Shade the top/rear of the lens; leave lower front brighter.","Low","C",""
"CK_LENSESGLOW_MIX_01","4","Highlight","Highlight","Bold Titanium White","Pro Acryl","Optional: Matt Red + tiny White for mid-step","Dot highlight at the hottest point (usually lower front). Keep it tiny.","Low","C",""
"CK_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for deep steel shadows.","High","C",""
"CK_METALS_MIX_01","2","Base","Basecoat","Dark Gunmetal","Vallejo","","Basecoat steel; keep it smooth.","Low","C",""
"CK_METALS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin wash joints/recesses; avoid over-washing flat plates.","Low","C",""
"CK_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","Silver Grey + tiny amount of Titanium White (edge highlight mix)","Edge highlight and pick out bolts; keep it crisp.","Low","C",""
"CK_TRIM_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black; makes trim pop.","High","C",""
"CK_TRIM_MIX_01","2","Base","Basecoat","Rich Gold","Pro Acryl","","Base trim metallic; keep it tidy.","Low","C",""
"CK_TRIM_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Warm shade into recesses; wick away pooling on flats.","Low","C",""
"CK_TRIM_MIX_01","4","Highlight","Highlight","Rich Gold","Pro Acryl","Rich Gold + tiny AK Interactive Silver Grey for sharpest edges","Re-establish bright metallic on edges and raised trim.","Low","C",""
"CK_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for weapon casings.","High","C",""
"CK_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Smooth near-black casing finish.","Low","C",""
"CK_WEAPONS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin wash vents/recesses only.","Low","C",""
"CK_WEAPONS_MIX_01","4","Highlight","Highlight","Graphite","AK Interactive","Optional: Graphite + a touch of Anthracite Grey","Edge highlight corners; keep it subtle.","Low","C",""
"CSM_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer deepens recesses","High","C",""
"CSM_ARMOUR_MIX_01","2","Prime","Zenithal","White","AK Interactive","","Optional: dust from above to guide highlights","Medium","C",""
"CSM_ARMOUR_MIX_01","3","Base","Basecoat","Transparent Black","Pro Acryl","","Smooth thin coats; keep texture minimal","High","C",""
"CSM_ARMOUR_MIX_01","4","Shade","Recess shade","Oblivion Black Wash","Two Thin Coats","","Pin-wash recesses; keep flats clean","High","C",""
"CSM_ARMOUR_MIX_01","5","Layer","Layer","Transparent Black","Pro Acryl","","Re-establish midtone on panels","High","C",""
"CSM_ARMOUR_MIX_01","6","Highlight","Highlight","N/A","Generic","","Build highlights on upper volumes","High","C",""
"CSM_ARMOUR_MIX_01","7","Edge","Edge highlight","N/A","Generic","","Thin edge lines; corners get tiny points","Medium","C",""
"CSM_BASES_MIX_01","1","Base","Texture","Texture Paste (any)","Generic","","Apply texture; let dry fully","High","C",""
"CSM_BASES_MIX_01","2","Base","Basecoat","Grey-Blue","AK Interactive","","Base ground","High","C",""
"CSM_BASES_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade recesses","High","C",""
"CSM_BASES_MIX_01","4","Highlight","Drybrush","Bright Pale Yellow","Pro Acryl","","Drybrush raised texture","High","C",""
"CSM_BASES_MIX_01","5","Finish","Rim","Transparent Black","Pro Acryl","","Clean rim finish","High","C",""
"CSM_BLACK_ARMOUR_MIX_01","1","Base","Basecoat","Transparent Black","Pro Acryl","","Clean black base","High","B",""
"CSM_BLACK_ARMOUR_MIX_01","2","Highlight","Edge highlight","Anthracite Grey","AK Interactive","","First edges","High","B",""
"CSM_BLACK_ARMOUR_MIX_01","3","Edge","Extreme edge","Stone Grey","Vallejo","","Tiny points only","High","B",""
"CSM_CLOTH_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"CSM_CLOTH_MIX_01","2","Base","Basecoat","Skeleton Bone","Vallejo","","Base cloth; thin coats","High","C",""
"CSM_CLOTH_MIX_01","3","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Shade folds; keep it clean","High","C",""
"CSM_CLOTH_MIX_01","4","Highlight","Highlight","Skeleton Bone","Vallejo","","Re-layer raised folds","High","C",""
"CSM_CLOTH_MIX_01","5","Edge","Edge highlight","Bold Titanium White","Pro Acryl","","Final fold edges","Medium","C",""
"CSM_DETAILS_MIX_01","1","Base","Basecoat","Skeleton Bone","Vallejo","","Parchment/bone base","High","C",""
"CSM_DETAILS_MIX_01","2","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Warm tint; wick excess","High","C",""
"CSM_DETAILS_MIX_01","3","Highlight","Edge highlight","Bold Titanium White","Pro Acryl","","Final sharp edges","Medium","C",""
"CSM_DETAILS_MIX_01","4","Base","Basecoat","Matt Red","AK Interactive","","Wax seals base (if present)","Medium","C",""
"CSM_DETAILS_MIX_01","5","Highlight","Highlight","Sanguine Scarlet","Two Thin Coats","","Seal highlight","Low","C",""
"CSM_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"CSM_LEATHER_MIX_01","2","Base","Basecoat","Dark Green Brown","Pro Acryl","","Leather base","High","C",""
"CSM_LEATHER_MIX_01","3","Shade","Shade","Battle Mud Wash","Two Thin Coats","","Controlled shade","High","C",""
"CSM_LEATHER_MIX_01","4","Highlight","Edge highlight","Skeleton Bone","Vallejo","","Edges/corners","Medium","C",""
"CSM_LENSES_MIX_01","1","Base","Basecoat","Matt Red","AK Interactive","","Keep within lens shape","High","C",""
"CSM_LENSES_MIX_01","2","Base","Basecoat","Sanguine Scarlet","Two Thin Coats","","Keep inside lens","High","B",""
"CSM_LENSES_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Top/back of lens","High","B",""
"CSM_LENSES_MIX_01","4","Layer","Layer","Sanguine Scarlet","Two Thin Coats","","Lower/front area","High","C",""
"CSM_LENSES_MIX_01","5","Highlight","Highlight","Demon Red","Two Thin Coats","","Bottom/front","High","B",""
"CSM_LENSES_MIX_01","6","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny dot","High","C",""
"CSM_LENSES_MIX_01","7","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny dot","High","B",""
"CSM_LENSES_MIX_01","8","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss pop","Low","C",""
"CSM_LENSES_MIX_01","9","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional pop","High","B",""
"CSM_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong shadows. Keep the lens/glow area smooth.","High","C",""
"CSM_LENSESGLOW_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Base lens + glow area. Keep it tight; feather slightly outward only if you want an OSL halo.","Medium","C",""
"CSM_LENSESGLOW_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Glaze/shade toward the edges or upper/rear of the lens to deepen. Preserve a brighter hot zone.","Medium","C",""
"CSM_LENSESGLOW_MIX_01","4","Highlight","Highlight","Bold Titanium White","Pro Acryl","Optional: Matt Red + tiny White for a mid-step","Tiny hotspot dot/edge at the brightest point. For more glow, glaze a thin red halo around it.","Medium","C",""
"CSM_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black helps metallic coverage","High","C",""
"CSM_METALS_MIX_01","2","Base","Basecoat","Xtreme Metal Bronze","AK Interactive","","Smooth metallic base","High","C",""
"CSM_METALS_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Controlled shade; wick excess from flats","High","C",""
"CSM_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","","Edges + bright points","High","C",""
"CSM_TRIM_MIX_01","1","Base","Basecoat","Spartan Bronze","Two Thin Coats","","Controlled trim base","High","B",""
"CSM_TRIM_MIX_01","2","Shade","Recess shade","Oblivion Black Wash","Two Thin Coats","","Pin-wash trim recesses","High","B",""
"CSM_TRIM_MIX_01","3","Highlight","Highlight","Sir Coates Silver","Two Thin Coats","","Edges + points","High","B",""
"CSM_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"CSM_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Reinforce clean black","High","C",""
"CSM_WEAPONS_MIX_01","3","Highlight","Edge highlight","Grey-Blue","AK Interactive","","Thin edge lines","High","C",""
"CSM_WEAPONS_MIX_01","4","Edge","Final points","Stone Grey","Vallejo","","Tiny points only","Low","C",""
"DA_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer deepens recesses","High","C",""
"DA_ARMOUR_MIX_01","2","Prime","Zenithal","White","AK Interactive","","Optional: dust from above to guide highlights","Medium","C",""
"DA_ARMOUR_MIX_01","3","Base","Basecoat","Dark Green Brown","Pro Acryl","","Smooth thin coats; keep texture minimal","High","C",""
"DA_ARMOUR_MIX_01","4","Shade","Recess shade","Oblivion Black Wash","Two Thin Coats","","Pin-wash recesses; keep flats clean","High","C",""
"DA_ARMOUR_MIX_01","5","Layer","Layer","Dark Green Brown","Pro Acryl","","Re-establish midtone on panels","High","C",""
"DA_ARMOUR_MIX_01","6","Highlight","Highlight","Lime Green","Vallejo","","Build highlights on upper volumes","High","C",""
"DA_ARMOUR_MIX_01","7","Edge","Edge highlight","Skeleton Bone","Vallejo","","Thin edge lines; corners get tiny points","Medium","C",""
